Altamira Oriole,2,0
Audubon's Oriole,2,0
Baltimore Oriole,1,0
Black-backed Oriole,5,0
Scott's Oriole,1,0
Red-winged Blackbird,1,0
Tricolored Blackbird,2,0
Tawny-shouldered Blackbird,5,0
Shiny Cowbird,3,0
Bronzed Cowbird,1,0
Brown-headed Cowbird,1,0
Rusty Blackbird,1,0
Brewer's Blackbird,1,0
Common Grackle,1,0
Boat-tailed Grackle,1,0
Great-tailed Grackle,1,0
Ovenbird,1,0
Worm-eating Warbler,1,0
Louisiana Waterthrush,1,0
Northern Waterthrush,1,0
Bachman's Warbler,6,0
Golden-winged Warbler,2,0
Blue-winged Warbler,1,0
Black-and-white Warbler,1,0
Prothonotary Warbler,1,0
Swainson's Warbler,2,0
Crescent-chested Warbler,4,0
Tennessee Warbler,1,0
Orange-crowned Warbler,1,0
Colima Warbler,3,0
Lucy's Warbler,1,0
Nashville Warbler,1,0
Virginia's Warbler,1,0
Connecticut Warbler,2,0
Gray-crowned Yellowthroat,4,0
MacGillivray's Warbler,1,0
Mourning Warbler,1,0
Kentucky Warbler,1,0
Common Yellowthroat,1,0
Hooded Warbler,1,0
American Redstart,1,0
Kirtland's Warbler,2,0
Cape May Warbler,1,0
Cerulean Warbler,2,0
Northern Parula,1,0
Tropical Parula,3,0
Magnolia Warbler,1,0
Bay-breasted Warbler,1,0
Blackburnian Warbler,1,0
Yellow Warbler,1,0
Chestnut-sided Warbler,1,0
Blackpoll Warbler,1,0
Black-throated Blue Warbler,1,0
Palm Warbler,1,0
Pine Warbler,1,0
Yellow-rumped Warbler,1,0
Yellow-throated Warbler,1,0
Prairie Warbler,1,0
Grace's Warbler,1,0
Black-throated Gray Warbler,1,0
Townsend's Warbler,1,0
Hermit Warbler,1,0
Golden-cheeked Warbler,2,0
Black-throated Green Warbler,1,0
Fan-tailed Warbler,4,0
Rufous-capped Warbler,3,0
Golden-crowned Warbler,4,0
Canada Warbler,1,0
Wilson's Warbler,1,0
Red-faced Warbler,2,0
Painted Redstart,2,0
Slate-throated Redstart,4,0
Hepatic Tanager,2,0
Summer Tanager,1,0
Scarlet Tanager,1,0
Western Tanager,1,0
Flame-colored Tanager,3,0
Crimson-collared Grosbeak,4,0
Northern Cardinal,1,0
Pyrrhuloxia,1,0
Yellow Grosbeak,4,0
Rose-breasted Grosbeak,1,0
Black-headed Grosbeak,1,0
Blue Bunting,4,0
Blue Grosbeak,1,0
Lazuli Bunting,1,0
Indigo Bunting,1,0
Varied Bunting,2,0
Painted Bunting,1,0
Dickcissel,1,0
Red-crested Cardinal,2,0
Yellow-billed Cardinal,2,0
Saffron Finch,2,0
Red-legged Honeycreeper,5,0
Bananaquit,4,0
Yellow-faced Grassquit,3,0
Black-faced Grassquit,4,0
Morelet's Seedeater,3,0
